1989	0.00	1.40	14.16	12.58	5.82	1.21	0.72	1.22	0.79	0.25	0.17	0.20	0.11	0.09	0.16
1990	0.00	60.88	11.62	6.53	8.99	3.62	0.67	0.50	0.63	0.53	0.28	0.21	0.04	0.08	0.27
1991	0.00	36.33	74.04	8.54	2.45	1.96	0.72	0.19	0.17	0.24	0.19	0.23	0.18	0.17	0.48
1992	0.00	0.84	12.28	12.89	1.42	0.69	0.52	0.22	0.05	0.03	0.03	0.00	0.02	0.10	0.13
1993	0.00	1.98	3.70	8.85	7.91	0.80	0.30	0.28	0.10	0.02	0.04	0.10	0.08	0.06	0.09
1994	0.00	2.75	4.03	1.25	4.07	4.79	0.41	0.08	0.13	0.05	0.01	0.05	0.06	0.08	0.09
