"year" "stratum" "catch" "Nh"
2008 706 0 65479
2008 707 4 10180
2008 707 47 10180
2008 708 0 17333
2008 708 0 17333
2008 709 0 20221
2008 709 1 20221
2008 711 0 81574
2008 711 0 81574
2008 711 0 81574
2008 711 1 81574
2008 711 1 81574
2008 712 0 100557
2008 712 0 100557
2008 712 2 100557
2008 712 0 100557
2008 712 1 100557
2008 713 0 117064
2008 713 0 117064
2008 713 0 117064
2008 713 0 117064
2008 713 0 117064
2008 713 1 117064
2008 714 0 147741
2008 714 0 147741
2008 714 0 147741
2008 714 3 147741
2008 714 0 147741
2008 714 0 147741
2008 714 0 147741
2008 714 0 147741
2008 714 0 147741
2008 715 14 17608
2008 715 5 17608
2008 716 0 74145
2008 716 1 74145
2008 716 2 74145
2008 716 0 74145
2008 779 5 58051
2008 779 16 58051
2008 779 0 58051
2008 779 0 58051
2008 780 0 55437
2008 780 0 55437
2008 780 0 55437
2008 781 5 61352
2008 781 8 61352
2008 781 19 61352
2008 781 3 61352
2008 781 10 61352
2008 782 15 25174
2008 782 3 25174
2008 783 8 31501
2008 783 0 31501
2009 293 17 21872
2009 293 2 21872
2009 294 94 18571
2009 294 440 18571
2009 295 25 28750
2009 295 3 28750
2009 296 93 9767
2009 296 112 9767
2009 297 58 20909
2009 297 43 20909
2009 298 3 23523
2009 298 4 23523
2009 299 1 29163
2009 299 0 29163
2009 300 10 29851
2009 300 24 29851
2009 306 204 49935
2009 306 32 49935
2009 306 8 49935
2009 307 495 54337
2009 307 19 54337
2009 307 492 54337
2009 308 26 15407
2009 308 37 15407
2009 309 0 40718
2009 309 2 40718
2009 310 1 23385
2009 310 2 23385
2009 311 106 43607
2009 311 95 43607
2009 311 49 43607
2009 312 0 37417
2009 312 0 37417
2009 313 2 22698
2009 313 8 22698
2009 314 7 133985
2009 314 0 133985
2009 314 4 133985
2009 314 2 133985
2009 314 1 133985
2009 314 8 133985
2009 314 4 133985
2009 314 8 133985
2009 315 0 113763
2009 315 27 113763
2009 315 2 113763
2009 315 0 113763
2009 315 27 113763
2009 315 36 113763
2009 315 9 113763
2009 316 1 25999
2009 316 8 25999
2009 317 2 26549
2009 317 67 26549
2009 318 20 17745
2009 318 1 17745
2009 319 73 135360
2009 319 184 135360
2009 319 88 135360
2009 319 3 135360
2009 319 4 135360
2009 319 1 135360
2009 319 592 135360
2009 319 498 135360
2009 320 0 181581
2009 320 0 181581
2009 320 5 181581
2009 320 4 181581
2009 320 18 181581
2009 320 10 181581
2009 320 5 181581
2009 320 18 181581
2009 320 113 181581
2009 320 4 181581
2009 321 0 163560
2009 321 0 163560
2009 321 0 163560
2009 321 0 163560
2009 321 0 163560
2009 321 0 163560
2009 321 5 163560
2009 321 3 163560
2009 321 4 163560
2009 322 6 215558
2009 322 4 215558
2009 322 3 215558
2009 322 4 215558
2009 322 0 215558
2009 322 4 215558
2009 322 4 215558
2009 322 12 215558
2009 322 0 215558
2009 322 2 215558
2009 322 20 215558
2009 322 0 215558
2009 322 4 215558
2009 323 4 95743
2009 323 0 95743
2009 323 3 95743
2009 323 0 95743
2009 323 0 95743
2009 323 0 95743
2009 324 6 67955
2009 324 4 67955
2009 324 5 67955
2009 324 7 67955
2009 325 2 129858
2009 325 0 129858
2009 325 2 129858
2009 325 3 129858
2009 325 1 129858
2009 325 8 129858
2009 325 38 129858
2009 325 41 129858
2009 326 0 22835
2009 326 0 22835
2009 705 2 26824
2009 705 10 26824
2009 706 0 65479
2009 706 2 65479
2009 706 2 65479
2009 706 2 65479
2009 707 81 10180
2009 707 64 10180
2009 708 487 17333
2009 708 9 17333
2009 709 0 20221
2009 709 0 20221
2009 711 2 81574
2009 711 2 81574
2009 711 2 81574
2009 711 1 81574
2009 711 1 81574
2009 712 0 100557
2009 712 1 100557
2009 712 1 100557
2009 712 1 100557
2009 712 0 100557
2009 712 1 100557
2009 713 3 117064
2009 713 0 117064
2009 713 1 117064
2009 713 1 117064
2009 713 0 117064
2009 713 1 117064
2009 713 0 117064
2009 714 4 147741
2009 714 9 147741
2009 714 4 147741
2009 714 5 147741
2009 714 8 147741
2009 714 4 147741
2009 714 9 147741
2009 714 0 147741
2009 715 3 17608
2009 715 65 17608
2009 716 2 74145
2009 716 0 74145
2009 716 12 74145
2009 716 69 74145
2009 779 0 58051
2009 779 1 58051
2009 779 4 58051
2009 779 8 58051
2009 780 0 55437
2009 780 0 55437
2009 780 2 55437
2009 781 8 61352
2009 781 9 61352
2009 781 15 61352
2009 781 4 61352
2009 782 13 25174
2009 782 3 25174
2009 783 7 31501
2009 783 3 31501
2010 293 4 21872
2010 293 1 21872
2010 294 43 18571
2010 294 34 18571
2010 295 12 28750
2010 295 157 28750
2010 296 1 9767
2010 296 6 9767
2010 297 308 20909
2010 297 98 20909
2010 298 48 23523
2010 298 2 23523
2010 299 2 29163
2010 299 1 29163
2010 300 10 29851
2010 300 3 29851
2010 306 19 49935
2010 306 21 49935
2010 306 3 49935
2010 307 149 54337
2010 307 254 54337
2010 307 25 54337
2010 308 1225 15407
2010 308 968 15407
2010 309 6 40718
2010 309 6 40718
2010 310 6 23385
2010 310 6 23385
2010 311 23 43607
2010 311 566 43607
2010 311 73 43607
2010 312 1 37417
2010 312 5 37417
2010 313 4 22698
2010 313 18 22698
2010 314 4 133985
2010 314 0 133985
2010 314 7 133985
2010 314 0 133985
2010 314 0 133985
2010 314 0 133985
2010 314 4 133985
2010 315 7 113763
2010 315 19 113763
2010 315 4 113763
2010 315 4 113763
2010 315 2 113763
2010 315 6 113763
2010 315 6 113763
2010 316 0 25999
2010 316 1 25999
2010 317 222 26549
2010 317 20 26549
2010 318 2 17745
2010 318 0 17745
2010 319 4 135360
2010 319 648 135360
2010 319 55 135360
2010 319 0 135360
2010 320 0 181581
2010 320 6 181581
2010 320 5 181581
2010 320 5 181581
2010 320 6 181581
2010 320 2 181581
2010 320 2 181581
2010 320 11 181581
2010 320 1 181581
2010 320 28 181581
2010 320 10 181581
2010 321 0 163560
2010 321 0 163560
2010 321 1 163560
2010 321 4 163560
2010 321 0 163560
2010 321 9 163560
2010 321 4 163560
2010 321 8 163560
2010 321 3 163560
2010 321 82 163560
2010 322 7 215558
2010 322 0 215558
2010 322 4 215558
2010 322 6 215558
2010 322 1 215558
2010 322 5 215558
2010 322 1 215558
2010 322 0 215558
2010 322 10 215558
2010 322 0 215558
2010 322 9 215558
2010 322 3 215558
2010 322 3 215558
2010 323 2 95743
2010 323 6 95743
2010 323 43 95743
2010 324 5 67955
2010 324 5 67955
2010 324 5 67955
2010 324 9 67955
2010 705 1 26824
2010 705 2 26824
2010 706 2 65479
2010 706 3 65479
2010 706 5 65479
2010 706 5 65479
2010 707 4 10180
2010 708 2 17333
2010 708 1 17333
2010 709 0 20221
2010 709 0 20221
2010 711 0 81574
2010 711 0 81574
2010 711 3 81574
2010 711 0 81574
2010 711 0 81574
2010 712 0 100557
2010 712 0 100557
2010 712 0 100557
2010 712 1 100557
2010 712 0 100557
2010 712 0 100557
2010 713 0 117064
2010 713 0 117064
2010 713 2 117064
2010 713 1 117064
2010 713 0 117064
2010 713 1 117064
2010 713 0 117064
2010 714 0 147741
2010 714 2 147741
2010 714 0 147741
2010 714 1 147741
2010 714 1 147741
2010 714 0 147741
2010 714 0 147741
2010 714 0 147741
2010 714 0 147741
2010 715 6 17608
2010 715 1 17608
2010 716 3 74145
2010 716 3 74145
2010 716 1 74145
2010 716 2 74145
2010 779 0 58051
2010 779 0 58051
2010 779 0 58051
2010 779 0 58051
2010 780 0 55437
2010 780 0 55437
2010 780 0 55437
2010 781 4 61352
2010 781 8 61352
2010 781 5 61352
2010 781 2 61352
2010 782 1 25174
2010 782 1 25174
2010 783 30 31501
2010 783 3 31501
